Vector_Index,Time_Seconds,Total_Detected,Delta_Detected,Coverage_Percent,Delta_Coverage
78,1088.8291,13109,3,86.7801,0.0199
79,1097.6682,13124,15,86.8794,0.0993
80,1106.3361,13141,17,86.9919,0.1125
81,1115.2676,13145,4,87.0184,0.0265
82,1124.1368,13147,2,87.0316,0.0132
83,1133.1494,13150,3,87.0515,0.0199
84,1142.3620,13157,7,87.0978,0.0463
85,1151.6420,13159,2,87.1111,0.0132
86,1160.6957,13188,29,87.3031,0.1920
87,1170.1124,13188,0,87.3031,0.0000
88,1179.0290,13192,4,87.3295,0.0265
89,1187.7545,13206,14,87.4222,0.0927
90,1196.5455,13208,2,87.4355,0.0132
91,1205.0351,13211,3,87.4553,0.0199
92,1213.3304,13220,9,87.5149,0.0596
93,1221.6439,13220,0,87.5149,0.0000
94,1230.2026,13229,9,87.5745,0.0596
95,1238.3248,13236,7,87.6208,0.0463
96,1245.9450,13244,8,87.6738,0.0530
97,1254.3131,13248,4,87.7003,0.0265
98,1262.8891,13260,12,87.7797,0.0794
99,1271.4713,13261,1,87.7863,0.0066
100,1278.4634,13280,19,87.9121,0.1258
101,1283.5319,13280,0,87.9121,0.0000
102,1288.3625,13294,14,88.0048,0.0927
103,1293.2015,13303,9,88.0643,0.0596
104,1297.9585,13304,1,88.0710,0.0066
105,1302.6418,13308,4,88.0974,0.0265
106,1307.5030,13313,5,88.1305,0.0331
107,1312.2142,13318,5,88.1636,0.0331
108,1316.8464,13335,17,88.2762,0.1125
109,1321.7811,13337,2,88.2894,0.0132
110,1326.6066,13337,0,88.2894,0.0000
111,1331.2476,13339,2,88.3027,0.0132
112,1335.9105,13343,4,88.3291,0.0265
113,1340.4559,13355,12,88.4086,0.0794
114,1345.0360,13357,2,88.4218,0.0132
115,1349.5535,13360,3,88.4417,0.0199
116,1354.1075,13379,19,88.5675,0.1258
117,1358.7528,13381,2,88.5807,0.0132
118,1363.3084,13381,0,88.5807,0.0000
119,1367.8241,13381,0,88.5807,0.0000
120,1372.4262,13383,2,88.5939,0.0132
121,1377.0017,13418,35,88.8256,0.2317
122,1381.6392,13418,0,88.8256,0.0000
123,1386.2840,13418,0,88.8256,0.0000
124,1390.9459,13418,0,88.8256,0.0000
125,1395.2855,13418,0,88.8256,0.0000
126,1399.7313,13419,1,88.8323,0.0066
127,1404.1412,13419,0,88.8323,0.0000
128,1408.6488,13419,0,88.8323,0.0000
129,1413.2347,13419,0,88.8323,0.0000
130,1417.7526,13428,9,88.8918,0.0596
131,1422.1793,13429,1,88.8985,0.0066
132,1426.5976,13438,9,88.9580,0.0596
133,1431.1218,13438,0,88.9580,0.0000
134,1435.5915,13440,2,88.9713,0.0132
135,1439.9753,13441,1,88.9779,0.0066
136,1444.4644,13443,2,88.9911,0.0132
137,1448.9046,13443,0,88.9911,0.0000
138,1453.3576,13458,15,89.0904,0.0993
139,1457.7341,13459,1,89.0970,0.0066
140,1462.0680,13460,1,89.1037,0.0066
141,1466.3996,13468,8,89.1566,0.0530
142,1470.9538,13471,3,89.1765,0.0199
143,1475.2334,13471,0,89.1765,0.0000
144,1479.6021,13476,5,89.2096,0.0331
145,1483.9649,13480,4,89.2361,0.0265
146,1488.2169,13482,2,89.2493,0.0132
147,1492.6551,13482,0,89.2493,0.0000
148,1497.1485,13482,0,89.2493,0.0000
149,1501.4559,13482,0,89.2493,0.0000
150,1505.8337,13484,2,89.2625,0.0132
151,1510.1299,13484,0,89.2625,0.0000
152,1514.5407,13484,0,89.2625,0.0000
153,1518.9277,13484,0,89.2625,0.0000
154,1523.2374,13484,0,89.2625,0.0000
155,1527.5157,13484,0,89.2625,0.0000
156,1532.0455,13485,1,89.2692,0.0066
157,1536.2968,13485,0,89.2692,0.0000
158,1540.5915,13500,15,89.3685,0.0993
159,1544.9501,13500,0,89.3685,0.0000
160,1549.2439,13500,0,89.3685,0.0000
161,1553.4083,13500,0,89.3685,0.0000
162,1557.5755,13503,3,89.3883,0.0199
163,1561.7452,13503,0,89.3883,0.0000
164,1565.9854,13503,0,89.3883,0.0000
165,1570.3067,13504,1,89.3949,0.0066
166,1574.5382,13506,2,89.4082,0.0132
167,1578.8767,13506,0,89.4082,0.0000
168,1583.1550,13506,0,89.4082,0.0000
169,1587.4237,13506,0,89.4082,0.0000
170,1591.6835,13511,5,89.4413,0.0331
171,1595.8894,13516,5,89.4744,0.0331
172,1600.0413,13518,2,89.4876,0.0132
173,1604.3118,13524,6,89.5273,0.0397
174,1608.5940,13526,2,89.5406,0.0132
175,1612.8147,13527,1,89.5472,0.0066
176,1617.0145,13527,0,89.5472,0.0000
177,1621.2908,13527,0,89.5472,0.0000
178,1625.6422,13527,0,89.5472,0.0000
179,1629.8508,13528,1,89.5538,0.0066
180,1633.9927,13528,0,89.5538,0.0000
181,1638.2147,13528,0,89.5538,0.0000
182,1642.4508,13528,0,89.5538,0.0000
183,1646.7744,13532,4,89.5803,0.0265
184,1650.8271,13532,0,89.5803,0.0000
185,1654.9434,13532,0,89.5803,0.0000
186,1659.0634,13532,0,89.5803,0.0000
187,1663.1723,13534,2,89.5935,0.0132
188,1667.2354,13534,0,89.5935,0.0000
189,1671.3134,13545,11,89.6664,0.0728
190,1675.4111,13549,4,89.6928,0.0265
191,1679.4135,13549,0,89.6928,0.0000
192,1683.4860,13549,0,89.6928,0.0000
193,1687.5332,13549,0,89.6928,0.0000
194,1691.5992,13549,0,89.6928,0.0000
195,1695.6668,13555,6,89.7326,0.0397
196,1699.6900,13555,0,89.7326,0.0000
197,1703.6954,13555,0,89.7326,0.0000
198,1707.6187,13568,13,89.8186,0.0861
199,1711.5610,13575,7,89.8650,0.0463
200,1715.5490,13576,1,89.8716,0.0066

