Vector_Index,Time_Seconds,Total_Detected,Delta_Detected,Coverage_Percent,Delta_Coverage
1,0.0003,1085,1085,15.3249,15.3249
2,26.8126,1584,499,22.3729,7.0480
3,65.4079,1933,349,27.3023,4.9294
4,104.0364,2341,408,33.0650,5.7627
5,139.0272,2757,416,38.9407,5.8757
6,169.6910,3034,277,42.8531,3.9124
7,198.4873,3167,133,44.7316,1.8785
8,225.3748,3306,139,46.6949,1.9633
9,253.2527,3572,266,50.4520,3.7571
10,281.2151,3680,108,51.9774,1.5254
11,307.5317,3785,105,53.4605,1.4831
12,331.7854,3875,90,54.7316,1.2712
13,354.6959,3992,117,56.3842,1.6525
14,379.5424,4089,97,57.7542,1.3701
15,391.8396,4126,37,58.2768,0.5226
16,403.0077,4191,65,59.1949,0.9181
17,414.7537,4296,105,60.6780,1.4831
18,425.6237,4361,65,61.5960,0.9181
19,436.5314,4452,91,62.8814,1.2853
20,446.9807,4494,42,63.4746,0.5932
21,456.9261,4527,33,63.9407,0.4661
22,468.0295,4557,30,64.3644,0.4237
23,478.1847,4588,31,64.8023,0.4379
24,489.5100,4644,56,65.5932,0.7910
25,498.8585,4669,25,65.9463,0.3531
26,508.1808,4719,50,66.6525,0.7062
27,517.2094,4815,96,68.0085,1.3559
28,527.6925,4877,62,68.8842,0.8757
29,536.9096,4896,19,69.1525,0.2684
30,546.2151,4923,27,69.5339,0.3814
31,555.1743,4960,37,70.0565,0.5226
32,563.2755,4978,18,70.3107,0.2542
33,571.0731,5014,36,70.8192,0.5085
34,578.7422,5094,80,71.9492,1.1299
35,587.4915,5112,18,72.2034,0.2542
36,594.9231,5154,42,72.7966,0.5932
37,602.2939,5158,4,72.8531,0.0565
38,609.9705,5183,25,73.2062,0.3531
39,617.5997,5201,18,73.4605,0.2542
40,624.7232,5222,21,73.7571,0.2966
41,631.7080,5283,61,74.6186,0.8616
42,638.6819,5290,7,74.7175,0.0989
43,645.3946,5319,29,75.1271,0.4096
44,652.0123,5324,5,75.1977,0.0706
45,660.4511,5348,24,75.5367,0.3390
46,668.1806,5361,13,75.7203,0.1836
47,675.3270,5365,4,75.7768,0.0565
48,681.7254,5371,6,75.8616,0.0847
49,690.1955,5401,30,76.2853,0.4237
50,699.3298,5424,23,76.6102,0.3249
51,707.6763,5437,13,76.7938,0.1836
52,714.7619,5439,2,76.8220,0.0282
53,722.7461,5471,32,77.2740,0.4520
54,728.7545,5487,16,77.5000,0.2260
55,734.6611,5501,14,77.6977,0.1977
56,742.3257,5515,14,77.8955,0.1977
57,748.9977,5607,92,79.1949,1.2994
58,755.6859,5625,18,79.4492,0.2542
59,761.1307,5651,26,79.8164,0.3672
60,766.5018,5671,20,80.0989,0.2825
61,773.0537,5710,39,80.6497,0.5508
62,780.6627,5712,2,80.6780,0.0282
63,785.8545,5716,4,80.7345,0.0565
64,791.4769,5718,2,80.7627,0.0282
65,797.8424,5733,15,80.9746,0.2119
66,803.1438,5758,25,81.3277,0.3531
67,810.5794,5760,2,81.3559,0.0282
68,817.6549,5761,1,81.3701,0.0141
69,824.1600,5844,83,82.5424,1.1723
70,829.8418,5857,13,82.7260,0.1836
71,834.9619,5862,5,82.7966,0.0706
72,840.6735,5867,5,82.8672,0.0706
73,846.1550,5879,12,83.0367,0.1695
74,850.6288,5887,8,83.1497,0.1130
75,855.0151,5908,21,83.4463,0.2966
76,859.4241,5920,12,83.6158,0.1695
77,865.5950,5925,5,83.6864,0.0706
78,869.9124,5931,6,83.7712,0.0847
79,874.4853,5939,8,83.8842,0.1130
80,881.5558,5955,16,84.1102,0.2260
81,885.8532,5960,5,84.1808,0.0706
82,890.0554,6000,40,84.7458,0.5650
83,894.1835,6001,1,84.7599,0.0141
