Vector_Index,Time_Seconds,Total_Detected,Delta_Detected,Coverage_Percent,Delta_Coverage
62,9.7865,1521,0,86.4205,0.0000
63,9.8627,1521,0,86.4205,0.0000
64,9.9377,1521,0,86.4205,0.0000
65,10.0136,1525,4,86.6477,0.2273
66,10.0884,1527,2,86.7614,0.1136
67,10.1634,1527,0,86.7614,0.0000
68,10.2379,1527,0,86.7614,0.0000
69,10.3125,1527,0,86.7614,0.0000
70,10.3866,1527,0,86.7614,0.0000
71,10.4627,1528,1,86.8182,0.0568
72,10.5347,1531,3,86.9886,0.1705
73,10.6103,1540,9,87.5000,0.5114
74,10.6836,1540,0,87.5000,0.0000
75,10.7540,1543,3,87.6705,0.1705
76,10.8259,1544,1,87.7273,0.0568
77,10.8958,1546,2,87.8409,0.1136
78,10.9668,1547,1,87.8977,0.0568
79,11.0358,1547,0,87.8977,0.0000
80,11.1070,1547,0,87.8977,0.0000
81,11.1728,1547,0,87.8977,0.0000
82,11.2395,1547,0,87.8977,0.0000
83,11.3068,1547,0,87.8977,0.0000
84,11.3753,1559,12,88.5795,0.6818
85,11.4443,1559,0,88.5795,0.0000
86,11.5081,1560,1,88.6364,0.0568
87,11.5761,1561,1,88.6932,0.0568
88,11.6484,1562,1,88.7500,0.0568
89,11.7111,1562,0,88.7500,0.0000
90,11.7741,1563,1,88.8068,0.0568
91,11.8368,1563,0,88.8068,0.0000
92,11.9025,1563,0,88.8068,0.0000
93,11.9702,1566,3,88.9773,0.1705
94,12.0349,1566,0,88.9773,0.0000
95,12.1011,1566,0,88.9773,0.0000
96,12.1665,1566,0,88.9773,0.0000
97,12.2312,1566,0,88.9773,0.0000
98,12.2970,1566,0,88.9773,0.0000
99,12.3595,1566,0,88.9773,0.0000
100,12.4227,1568,2,89.0909,0.1136
101,12.4873,1568,0,89.0909,0.0000
102,12.5521,1574,6,89.4318,0.3409
103,12.6160,1579,5,89.7159,0.2841
104,12.6799,1583,4,89.9432,0.2273
105,12.7443,1583,0,89.9432,0.0000
106,12.8097,1583,0,89.9432,0.0000
107,12.8753,1583,0,89.9432,0.0000
108,12.9399,1583,0,89.9432,0.0000
109,13.0111,1583,0,89.9432,0.0000
110,13.0693,1583,0,89.9432,0.0000
111,13.1296,1583,0,89.9432,0.0000
112,13.1841,1583,0,89.9432,0.0000
113,13.2423,1583,0,89.9432,0.0000
114,13.2985,1589,6,90.2841,0.3409
115,13.3538,1589,0,90.2841,0.0000
116,13.4123,1589,0,90.2841,0.0000
117,13.4688,1589,0,90.2841,0.0000
118,13.5263,1589,0,90.2841,0.0000
119,13.5841,1589,0,90.2841,0.0000
120,13.6399,1589,0,90.2841,0.0000
121,13.6980,1589,0,90.2841,0.0000
122,13.7546,1589,0,90.2841,0.0000
123,13.8095,1589,0,90.2841,0.0000
124,13.8673,1589,0,90.2841,0.0000
125,13.9219,1589,0,90.2841,0.0000
126,13.9772,1590,1,90.3409,0.0568
127,14.0338,1592,2,90.4545,0.1136
128,14.0894,1592,0,90.4545,0.0000
129,14.1447,1592,0,90.4545,0.0000
130,14.1993,1592,0,90.4545,0.0000
131,14.2535,1592,0,90.4545,0.0000
132,14.3069,1592,0,90.4545,0.0000
133,14.3599,1596,4,90.6818,0.2273
134,14.4126,1596,0,90.6818,0.0000
135,14.4669,1596,0,90.6818,0.0000
136,14.5186,1596,0,90.6818,0.0000
137,14.5713,1597,1,90.7386,0.0568
138,14.6226,1597,0,90.7386,0.0000
139,14.6748,1598,1,90.7955,0.0568
140,14.7265,1598,0,90.7955,0.0000
141,14.7789,1598,0,90.7955,0.0000
142,14.8290,1598,0,90.7955,0.0000
143,14.8806,1598,0,90.7955,0.0000
144,14.9321,1606,8,91.2500,0.4545
145,14.9834,1606,0,91.2500,0.0000
146,15.0343,1606,0,91.2500,0.0000
147,15.0821,1617,11,91.8750,0.6250
148,15.1299,1617,0,91.8750,0.0000
149,15.1764,1617,0,91.8750,0.0000
150,15.2224,1617,0,91.8750,0.0000
151,15.2669,1617,0,91.8750,0.0000
152,15.3120,1617,0,91.8750,0.0000
153,15.3566,1619,2,91.9886,0.1136
154,15.4024,1619,0,91.9886,0.0000
155,15.4485,1619,0,91.9886,0.0000
156,15.4936,1619,0,91.9886,0.0000
157,15.5390,1619,0,91.9886,0.0000
158,15.5837,1619,0,91.9886,0.0000
159,15.6278,1619,0,91.9886,0.0000
160,15.6713,1619,0,91.9886,0.0000
161,15.7184,1619,0,91.9886,0.0000
162,15.7621,1619,0,91.9886,0.0000
163,15.8055,1619,0,91.9886,0.0000
164,15.8509,1619,0,91.9886,0.0000
165,15.8977,1619,0,91.9886,0.0000
166,15.9419,1619,0,91.9886,0.0000
167,15.9872,1619,0,91.9886,0.0000
168,16.0333,1619,0,91.9886,0.0000
169,16.0779,1620,1,92.0455,0.0568
170,16.1219,1620,0,92.0455,0.0000
171,16.1689,1620,0,92.0455,0.0000
172,16.2132,1620,0,92.0455,0.0000
173,16.2574,1620,0,92.0455,0.0000
174,16.3032,1620,0,92.0455,0.0000
175,16.3480,1620,0,92.0455,0.0000
176,16.3926,1632,12,92.7273,0.6818
177,16.4378,1632,0,92.7273,0.0000
178,16.4793,1632,0,92.7273,0.0000
179,16.5206,1632,0,92.7273,0.0000
180,16.5608,1632,0,92.7273,0.0000
181,16.6027,1632,0,92.7273,0.0000
182,16.6434,1632,0,92.7273,0.0000
183,16.6840,1632,0,92.7273,0.0000
184,16.7243,1635,3,92.8977,0.1705
185,16.7652,1636,1,92.9545,0.0568
186,16.8056,1637,1,93.0114,0.0568
187,16.8461,1637,0,93.0114,0.0000
188,16.8856,1637,0,93.0114,0.0000
189,16.9250,1637,0,93.0114,0.0000
190,16.9634,1637,0,93.0114,0.0000
191,17.0019,1637,0,93.0114,0.0000
192,17.0407,1637,0,93.0114,0.0000
193,17.0820,1637,0,93.0114,0.0000
194,17.1207,1637,0,93.0114,0.0000
195,17.1602,1637,0,93.0114,0.0000
196,17.1999,1637,0,93.0114,0.0000
197,17.2394,1637,0,93.0114,0.0000
198,17.2823,1637,0,93.0114,0.0000
199,17.3232,1637,0,93.0114,0.0000
200,17.3619,1637,0,93.0114,0.0000
201,17.4014,1637,0,93.0114,0.0000
202,17.4400,1637,0,93.0114,0.0000
203,17.4783,1637,0,93.0114,0.0000
204,17.5189,1637,0,93.0114,0.0000
205,17.5577,1637,0,93.0114,0.0000
206,17.5982,1655,18,94.0341,1.0227
207,17.6368,1655,0,94.0341,0.0000
208,17.6709,1655,0,94.0341,0.0000
209,17.7050,1655,0,94.0341,0.0000
210,17.7378,1655,0,94.0341,0.0000
211,17.7714,1655,0,94.0341,0.0000
212,17.8040,1655,0,94.0341,0.0000
213,17.8365,1655,0,94.0341,0.0000
214,17.8701,1655,0,94.0341,0.0000
215,17.9032,1655,0,94.0341,0.0000
216,17.9371,1659,4,94.2614,0.2273
217,17.9775,1659,0,94.2614,0.0000
218,18.0144,1659,0,94.2614,0.0000
219,18.0452,1659,0,94.2614,0.0000
220,18.0767,1659,0,94.2614,0.0000
221,18.1085,1659,0,94.2614,0.0000
222,18.1400,1663,4,94.4886,0.2273
223,18.1726,1663,0,94.4886,0.0000
224,18.2060,1663,0,94.4886,0.0000
225,18.2366,1668,5,94.7727,0.2841
226,18.2678,1668,0,94.7727,0.0000
227,18.2983,1669,1,94.8295,0.0568
228,18.3276,1669,0,94.8295,0.0000
229,18.3567,1669,0,94.8295,0.0000
230,18.3862,1669,0,94.8295,0.0000
231,18.4153,1669,0,94.8295,0.0000
232,18.4450,1669,0,94.8295,0.0000
233,18.4734,1669,0,94.8295,0.0000
234,18.5022,1669,0,94.8295,0.0000
235,18.5316,1669,0,94.8295,0.0000
236,18.5621,1669,0,94.8295,0.0000
237,18.5908,1673,4,95.0568,0.2273
