Vector_Index,Time_Seconds,Total_Detected,Delta_Detected,Coverage_Percent,Delta_Coverage
61,982.4988,5588,2,78.9266,0.0282
62,992.1278,5591,3,78.9689,0.0424
63,1001.7428,5591,0,78.9689,0.0000
64,1011.3081,5601,10,79.1102,0.1412
65,1020.7612,5632,31,79.5480,0.4379
66,1030.2590,5632,0,79.5480,0.0000
67,1039.6726,5633,1,79.5621,0.0141
68,1048.9519,5634,1,79.5763,0.0141
69,1058.1968,5662,28,79.9718,0.3955
70,1067.3004,5691,29,80.3814,0.4096
71,1076.0020,5721,30,80.8051,0.4237
72,1084.5061,5745,24,81.1441,0.3390
73,1092.9380,5749,4,81.2006,0.0565
74,1101.2372,5750,1,81.2147,0.0141
75,1109.6191,5752,2,81.2429,0.0282
76,1118.3093,5776,24,81.5819,0.3390
77,1127.2488,5790,14,81.7797,0.1977
78,1135.7853,5793,3,81.8220,0.0424
79,1144.3008,5800,7,81.9209,0.0989
80,1151.0692,5801,1,81.9350,0.0141
81,1157.0457,5801,0,81.9350,0.0000
82,1164.0235,5835,34,82.4153,0.4802
83,1169.7059,5835,0,82.4153,0.0000
84,1176.3981,5841,6,82.5000,0.0847
85,1182.9826,5859,18,82.7542,0.2542
86,1189.4270,5879,20,83.0367,0.2825
87,1196.9849,5926,47,83.7006,0.6638
88,1205.0441,5951,25,84.0537,0.3531
89,1212.6675,5951,0,84.0537,0.0000
90,1220.1499,5977,26,84.4209,0.3672
91,1227.7466,5983,6,84.5056,0.0847
92,1234.9628,5983,0,84.5056,0.0000
93,1242.4021,5993,10,84.6469,0.1412
94,1249.6811,5993,0,84.6469,0.0000
95,1256.9134,6026,33,85.1130,0.4661
96,1263.9192,6031,5,85.1836,0.0706
97,1270.9338,6032,1,85.1977,0.0141
98,1277.9748,6036,4,85.2542,0.0565
99,1284.9431,6040,4,85.3107,0.0565
100,1291.9362,6049,9,85.4379,0.1271
101,1298.8820,6053,4,85.4944,0.0565
102,1305.7076,6053,0,85.4944,0.0000
103,1312.6597,6056,3,85.5367,0.0424
104,1319.6002,6056,0,85.5367,0.0000
105,1326.4225,6084,28,85.9322,0.3955
106,1333.2627,6086,2,85.9605,0.0282
107,1339.9653,6086,0,85.9605,0.0000
108,1346.6086,6108,22,86.2712,0.3107
109,1353.2274,6114,6,86.3559,0.0847
110,1359.8496,6125,11,86.5113,0.1554
111,1366.2436,6126,1,86.5254,0.0141
112,1372.6388,6139,13,86.7090,0.1836
113,1378.9480,6142,3,86.7514,0.0424
114,1385.9005,6164,22,87.0621,0.3107
115,1392.3177,6164,0,87.0621,0.0000
116,1398.3494,6164,0,87.0621,0.0000
117,1404.3845,6164,0,87.0621,0.0000
118,1410.5296,6164,0,87.0621,0.0000
119,1416.6560,6167,3,87.1045,0.0424
120,1422.7777,6173,6,87.1893,0.0847
121,1429.1397,6196,23,87.5141,0.3249
122,1435.2877,6200,4,87.5706,0.0565
123,1441.1614,6200,0,87.5706,0.0000
124,1447.0338,6206,6,87.6554,0.0847
125,1452.9646,6209,3,87.6977,0.0424
126,1458.7688,6224,15,87.9096,0.2119
127,1464.7236,6234,10,88.0508,0.1412
128,1470.4691,6250,16,88.2768,0.2260
129,1476.2600,6251,1,88.2910,0.0141
130,1481.9584,6256,5,88.3616,0.0706
131,1487.8507,6275,19,88.6299,0.2684
132,1493.7752,6280,5,88.7006,0.0706
133,1499.4900,6297,17,88.9407,0.2401
134,1505.2258,6297,0,88.9407,0.0000
135,1510.8647,6308,11,89.0960,0.1554
136,1516.5056,6308,0,89.0960,0.0000
137,1522.1557,6308,0,89.0960,0.0000
138,1527.8296,6308,0,89.0960,0.0000
139,1533.3084,6309,1,89.1102,0.0141
140,1538.8344,6309,0,89.1102,0.0000
141,1544.4625,6309,0,89.1102,0.0000
142,1550.1155,6314,5,89.1808,0.0706
143,1555.9950,6315,1,89.1949,0.0141
144,1561.3883,6315,0,89.1949,0.0000
145,1566.9523,6316,1,89.2090,0.0141
146,1571.8486,6316,0,89.2090,0.0000
147,1576.9351,6328,12,89.3785,0.1695
148,1582.0014,6328,0,89.3785,0.0000
149,1587.0992,6328,0,89.3785,0.0000
150,1591.9426,6328,0,89.3785,0.0000
151,1596.7976,6341,13,89.5621,0.1836
152,1601.5507,6342,1,89.5763,0.0141
153,1606.6149,6342,0,89.5763,0.0000
154,1611.5612,6342,0,89.5763,0.0000
155,1616.2835,6342,0,89.5763,0.0000
156,1621.0414,6342,0,89.5763,0.0000
157,1625.8442,6344,2,89.6045,0.0282
158,1630.6438,6344,0,89.6045,0.0000
159,1635.4887,6346,2,89.6328,0.0282
160,1640.3410,6353,7,89.7316,0.0989
161,1645.2913,6353,0,89.7316,0.0000
162,1650.2579,6353,0,89.7316,0.0000
163,1655.0471,6353,0,89.7316,0.0000
164,1659.8892,6354,1,89.7458,0.0141
165,1664.7814,6354,0,89.7458,0.0000
166,1669.7850,6356,2,89.7740,0.0282
167,1674.5989,6356,0,89.7740,0.0000
168,1679.4352,6356,0,89.7740,0.0000
169,1684.2227,6363,7,89.8729,0.0989
170,1688.9712,6363,0,89.8729,0.0000
171,1693.7578,6364,1,89.8870,0.0141
172,1698.4256,6364,0,89.8870,0.0000
173,1703.2146,6364,0,89.8870,0.0000
174,1708.0762,6364,0,89.8870,0.0000
175,1712.7744,6366,2,89.9153,0.0282
176,1716.1991,6367,1,89.9294,0.0141
177,1718.9669,6368,1,89.9435,0.0141
178,1722.0962,6368,0,89.9435,0.0000
179,1725.2587,6368,0,89.9435,0.0000
180,1728.4327,6372,4,90.0000,0.0565
181,1731.2680,6372,0,90.0000,0.0000
182,1734.2301,6385,13,90.1836,0.1836
183,1737.0314,6385,0,90.1836,0.0000
184,1739.7914,6392,7,90.2825,0.0989
185,1742.5893,6395,3,90.3249,0.0424
186,1745.4664,6397,2,90.3531,0.0282
187,1748.2084,6397,0,90.3531,0.0000
188,1750.9800,6402,5,90.4237,0.0706
189,1753.8558,6402,0,90.4237,0.0000
190,1756.6092,6402,0,90.4237,0.0000
191,1759.4358,6427,25,90.7768,0.3531
192,1762.2147,6427,0,90.7768,0.0000
193,1764.8496,6427,0,90.7768,0.0000
194,1767.5133,6427,0,90.7768,0.0000
195,1770.1565,6428,1,90.7910,0.0141
196,1772.8137,6429,1,90.8051,0.0141
197,1775.4998,6429,0,90.8051,0.0000
198,1778.1937,6429,0,90.8051,0.0000
199,1780.8469,6429,0,90.8051,0.0000
200,1783.5019,6429,0,90.8051,0.0000
201,1786.1797,6429,0,90.8051,0.0000
202,1788.7928,6430,1,90.8192,0.0141
203,1791.3878,6431,1,90.8333,0.0141
204,1793.9475,6431,0,90.8333,0.0000
205,1796.5544,6431,0,90.8333,0.0000
206,1799.1227,6431,0,90.8333,0.0000
