Vector_Index,Time_Seconds,Total_Detected,Delta_Detected,Coverage_Percent,Delta_Coverage
625,1159.2470,6646,0,93.8701,0.0000
626,1160.0801,6646,0,93.8701,0.0000
627,1160.9113,6646,0,93.8701,0.0000
628,1161.7409,6646,0,93.8701,0.0000
629,1162.5810,6646,0,93.8701,0.0000
630,1163.4205,6646,0,93.8701,0.0000
631,1164.2379,6646,0,93.8701,0.0000
632,1165.0547,6646,0,93.8701,0.0000
633,1165.8820,6646,0,93.8701,0.0000
634,1166.7048,6646,0,93.8701,0.0000
635,1167.5410,6646,0,93.8701,0.0000
636,1168.3748,6646,0,93.8701,0.0000
637,1169.1986,6651,5,93.9407,0.0706
638,1170.0494,6651,0,93.9407,0.0000
639,1170.8905,6651,0,93.9407,0.0000
640,1171.7246,6651,0,93.9407,0.0000
641,1172.5682,6651,0,93.9407,0.0000
642,1173.4253,6651,0,93.9407,0.0000
643,1174.2597,6651,0,93.9407,0.0000
644,1175.1002,6651,0,93.9407,0.0000
645,1175.9380,6651,0,93.9407,0.0000
646,1176.7718,6651,0,93.9407,0.0000
647,1177.5989,6651,0,93.9407,0.0000
648,1178.4451,6651,0,93.9407,0.0000
649,1179.2752,6651,0,93.9407,0.0000
650,1180.0878,6651,0,93.9407,0.0000
651,1180.9112,6651,0,93.9407,0.0000
652,1181.7264,6651,0,93.9407,0.0000
653,1182.5362,6651,0,93.9407,0.0000
654,1183.3956,6651,0,93.9407,0.0000
655,1184.2275,6651,0,93.9407,0.0000
656,1185.0478,6651,0,93.9407,0.0000
657,1185.8720,6651,0,93.9407,0.0000
658,1186.6910,6655,4,93.9972,0.0565
659,1187.5252,6656,1,94.0113,0.0141
660,1188.3670,6656,0,94.0113,0.0000
661,1189.1945,6656,0,94.0113,0.0000
662,1189.9983,6656,0,94.0113,0.0000
663,1190.8123,6656,0,94.0113,0.0000
664,1191.6192,6656,0,94.0113,0.0000
665,1192.4200,6656,0,94.0113,0.0000
666,1193.2783,6656,0,94.0113,0.0000
667,1194.0957,6656,0,94.0113,0.0000
668,1194.9265,6656,0,94.0113,0.0000
669,1195.7591,6656,0,94.0113,0.0000
670,1196.5718,6656,0,94.0113,0.0000
671,1197.4092,6660,4,94.0678,0.0565
672,1198.2567,6660,0,94.0678,0.0000
673,1199.0601,6660,0,94.0678,0.0000
674,1199.8590,6660,0,94.0678,0.0000
675,1200.6657,6660,0,94.0678,0.0000
676,1201.4642,6660,0,94.0678,0.0000
677,1202.2808,6660,0,94.0678,0.0000
678,1203.1070,6660,0,94.0678,0.0000
679,1203.9499,6660,0,94.0678,0.0000
680,1204.7493,6660,0,94.0678,0.0000
681,1205.5476,6660,0,94.0678,0.0000
682,1206.3690,6660,0,94.0678,0.0000
683,1207.1875,6660,0,94.0678,0.0000
684,1208.0068,6660,0,94.0678,0.0000
685,1208.8152,6660,0,94.0678,0.0000
686,1209.6308,6660,0,94.0678,0.0000
687,1210.4424,6660,0,94.0678,0.0000
688,1211.2549,6660,0,94.0678,0.0000
689,1212.0664,6660,0,94.0678,0.0000
690,1212.8919,6660,0,94.0678,0.0000
691,1213.7220,6661,1,94.0819,0.0141
692,1214.5307,6661,0,94.0819,0.0000
693,1215.3582,6661,0,94.0819,0.0000
694,1216.1943,6661,0,94.0819,0.0000
695,1217.0056,6661,0,94.0819,0.0000
696,1217.8078,6661,0,94.0819,0.0000
697,1218.5967,6661,0,94.0819,0.0000
698,1219.4051,6661,0,94.0819,0.0000
699,1220.2076,6661,0,94.0819,0.0000
700,1221.0172,6661,0,94.0819,0.0000
701,1221.8103,6665,4,94.1384,0.0565
702,1222.6128,6665,0,94.1384,0.0000
703,1223.3800,6665,0,94.1384,0.0000
704,1224.1869,6665,0,94.1384,0.0000
705,1224.9812,6665,0,94.1384,0.0000
706,1225.7905,6679,14,94.3362,0.1977
707,1226.5643,6679,0,94.3362,0.0000
708,1227.3452,6679,0,94.3362,0.0000
709,1228.1200,6679,0,94.3362,0.0000
710,1228.8871,6679,0,94.3362,0.0000
711,1229.6715,6679,0,94.3362,0.0000
712,1230.4374,6679,0,94.3362,0.0000
713,1231.1923,6679,0,94.3362,0.0000
714,1231.9580,6679,0,94.3362,0.0000
715,1232.7315,6679,0,94.3362,0.0000
716,1233.5094,6679,0,94.3362,0.0000
717,1234.2969,6679,0,94.3362,0.0000
718,1235.0735,6679,0,94.3362,0.0000
719,1235.8264,6679,0,94.3362,0.0000
720,1236.5862,6679,0,94.3362,0.0000
721,1237.3577,6679,0,94.3362,0.0000
722,1238.1098,6679,0,94.3362,0.0000
723,1238.8678,6679,0,94.3362,0.0000
724,1239.6391,6679,0,94.3362,0.0000
725,1240.4012,6679,0,94.3362,0.0000
726,1241.1746,6679,0,94.3362,0.0000
727,1241.9254,6679,0,94.3362,0.0000
728,1242.6654,6679,0,94.3362,0.0000
729,1243.4193,6679,0,94.3362,0.0000
730,1244.2132,6681,2,94.3644,0.0282
731,1245.0029,6681,0,94.3644,0.0000
732,1245.7740,6681,0,94.3644,0.0000
733,1246.5459,6681,0,94.3644,0.0000
734,1247.3372,6681,0,94.3644,0.0000
735,1248.1078,6681,0,94.3644,0.0000
736,1248.9053,6681,0,94.3644,0.0000
737,1249.7019,6681,0,94.3644,0.0000
738,1250.4777,6681,0,94.3644,0.0000
739,1251.2614,6681,0,94.3644,0.0000
740,1252.0168,6681,0,94.3644,0.0000
741,1252.7789,6681,0,94.3644,0.0000
742,1253.5402,6681,0,94.3644,0.0000
743,1254.3515,6681,0,94.3644,0.0000
744,1255.1148,6687,6,94.4492,0.0847
745,1255.8911,6687,0,94.4492,0.0000
746,1256.6612,6687,0,94.4492,0.0000
747,1257.4220,6687,0,94.4492,0.0000
748,1258.1777,6687,0,94.4492,0.0000
749,1258.9299,6687,0,94.4492,0.0000
750,1259.6978,6687,0,94.4492,0.0000
751,1260.4633,6687,0,94.4492,0.0000
752,1261.2402,6687,0,94.4492,0.0000
753,1261.9843,6687,0,94.4492,0.0000
754,1262.7549,6687,0,94.4492,0.0000
755,1263.5046,6687,0,94.4492,0.0000
756,1264.2692,6687,0,94.4492,0.0000
757,1265.0474,6687,0,94.4492,0.0000
758,1265.8071,6687,0,94.4492,0.0000
759,1266.5606,6687,0,94.4492,0.0000
760,1267.3164,6687,0,94.4492,0.0000
761,1268.0863,6687,0,94.4492,0.0000
762,1268.8598,6687,0,94.4492,0.0000
763,1269.6282,6687,0,94.4492,0.0000
764,1270.3872,6687,0,94.4492,0.0000
765,1271.2268,6687,0,94.4492,0.0000
766,1271.9997,6687,0,94.4492,0.0000
767,1272.7729,6687,0,94.4492,0.0000
768,1273.5587,6692,5,94.5198,0.0706
769,1274.3411,6692,0,94.5198,0.0000
770,1275.1455,6692,0,94.5198,0.0000
771,1275.9182,6692,0,94.5198,0.0000
772,1276.6997,6692,0,94.5198,0.0000
773,1277.4707,6692,0,94.5198,0.0000
774,1278.2320,6692,0,94.5198,0.0000
775,1279.0040,6692,0,94.5198,0.0000
776,1279.7554,6692,0,94.5198,0.0000
777,1280.5264,6692,0,94.5198,0.0000
778,1281.2672,6692,0,94.5198,0.0000
779,1282.0169,6692,0,94.5198,0.0000
780,1282.7695,6692,0,94.5198,0.0000
781,1283.5259,6692,0,94.5198,0.0000
782,1284.2822,6692,0,94.5198,0.0000
783,1285.0721,6692,0,94.5198,0.0000
784,1285.8370,6692,0,94.5198,0.0000
785,1286.6088,6692,0,94.5198,0.0000
786,1287.3473,6692,0,94.5198,0.0000
787,1288.0962,6692,0,94.5198,0.0000
788,1288.8539,6692,0,94.5198,0.0000
789,1289.6151,6692,0,94.5198,0.0000
790,1290.3769,6692,0,94.5198,0.0000
791,1291.1393,6692,0,94.5198,0.0000
792,1291.8979,6692,0,94.5198,0.0000
793,1292.6581,6692,0,94.5198,0.0000
794,1293.4313,6692,0,94.5198,0.0000
795,1294.1977,6692,0,94.5198,0.0000
796,1294.9884,6692,0,94.5198,0.0000
797,1295.7663,6692,0,94.5198,0.0000
798,1296.5436,6692,0,94.5198,0.0000
799,1297.2975,6692,0,94.5198,0.0000
800,1298.0645,6692,0,94.5198,0.0000
801,1298.8307,6692,0,94.5198,0.0000
802,1299.5931,6692,0,94.5198,0.0000
803,1300.3663,6693,1,94.5339,0.0141
804,1301.1449,6693,0,94.5339,0.0000
805,1301.9084,6693,0,94.5339,0.0000
806,1302.6535,6693,0,94.5339,0.0000
807,1303.3971,6698,5,94.6045,0.0706
808,1304.1336,6698,0,94.6045,0.0000
809,1304.8759,6698,0,94.6045,0.0000
810,1305.6459,6698,0,94.6045,0.0000
811,1306.3985,6698,0,94.6045,0.0000
812,1307.1414,6698,0,94.6045,0.0000
813,1307.8979,6698,0,94.6045,0.0000
814,1308.6443,6698,0,94.6045,0.0000
815,1309.3979,6698,0,94.6045,0.0000
816,1310.1345,6698,0,94.6045,0.0000
817,1310.8856,6698,0,94.6045,0.0000
818,1311.6387,6698,0,94.6045,0.0000
819,1312.3807,6698,0,94.6045,0.0000
820,1313.1066,6698,0,94.6045,0.0000
821,1313.8470,6698,0,94.6045,0.0000
822,1314.5771,6698,0,94.6045,0.0000
823,1315.3578,6698,0,94.6045,0.0000
824,1316.0972,6698,0,94.6045,0.0000
825,1316.8419,6698,0,94.6045,0.0000
826,1317.5935,6698,0,94.6045,0.0000
827,1318.3434,6698,0,94.6045,0.0000
828,1319.0930,6698,0,94.6045,0.0000
829,1319.8314,6698,0,94.6045,0.0000
830,1320.5582,6698,0,94.6045,0.0000
831,1321.2938,6698,0,94.6045,0.0000
832,1322.0009,6698,0,94.6045,0.0000
833,1322.7185,6698,0,94.6045,0.0000
834,1323.4501,6698,0,94.6045,0.0000
835,1324.1859,6699,1,94.6186,0.0141
836,1324.9456,6699,0,94.6186,0.0000
837,1325.7201,6699,0,94.6186,0.0000
838,1326.5267,6699,0,94.6186,0.0000
839,1327.3283,6699,0,94.6186,0.0000
840,1328.1192,6699,0,94.6186,0.0000
841,1328.8857,6699,0,94.6186,0.0000
842,1329.6271,6699,0,94.6186,0.0000
843,1330.3701,6699,0,94.6186,0.0000
844,1331.0931,6699,0,94.6186,0.0000
845,1331.8266,6699,0,94.6186,0.0000
846,1332.5672,6699,0,94.6186,0.0000
847,1333.2978,6699,0,94.6186,0.0000
848,1334.0509,6699,0,94.6186,0.0000
849,1334.8150,6699,0,94.6186,0.0000
850,1335.5629,6699,0,94.6186,0.0000
851,1336.3038,6699,0,94.6186,0.0000
852,1337.0197,6699,0,94.6186,0.0000
853,1337.7404,6699,0,94.6186,0.0000
854,1338.4789,6699,0,94.6186,0.0000
855,1339.2111,6699,0,94.6186,0.0000
856,1339.9525,6699,0,94.6186,0.0000
857,1340.6838,6699,0,94.6186,0.0000
858,1341.3914,6699,0,94.6186,0.0000
859,1342.1075,6701,2,94.6469,0.0282
860,1342.8396,6701,0,94.6469,0.0000
861,1343.5601,6701,0,94.6469,0.0000
862,1344.2873,6701,0,94.6469,0.0000
863,1345.0171,6701,0,94.6469,0.0000
864,1345.7886,6701,0,94.6469,0.0000
865,1346.5118,6701,0,94.6469,0.0000
866,1347.2510,6701,0,94.6469,0.0000
867,1347.9623,6701,0,94.6469,0.0000
868,1348.6936,6701,0,94.6469,0.0000
869,1349.3993,6701,0,94.6469,0.0000
870,1350.1153,6701,0,94.6469,0.0000
871,1350.8496,6701,0,94.6469,0.0000
872,1351.5856,6701,0,94.6469,0.0000
873,1352.3171,6701,0,94.6469,0.0000
874,1353.0490,6701,0,94.6469,0.0000
875,1353.7794,6701,0,94.6469,0.0000
876,1354.5206,6701,0,94.6469,0.0000
877,1355.3096,6702,1,94.6610,0.0141
878,1356.0709,6702,0,94.6610,0.0000
879,1356.7958,6702,0,94.6610,0.0000
880,1357.5255,6702,0,94.6610,0.0000
881,1358.2412,6702,0,94.6610,0.0000
882,1358.9691,6702,0,94.6610,0.0000
883,1359.6904,6702,0,94.6610,0.0000
884,1360.3848,6702,0,94.6610,0.0000
885,1361.0946,6702,0,94.6610,0.0000
886,1361.8152,6702,0,94.6610,0.0000
887,1362.5438,6702,0,94.6610,0.0000
888,1363.2772,6702,0,94.6610,0.0000
889,1364.0149,6702,0,94.6610,0.0000
890,1364.7521,6702,0,94.6610,0.0000
891,1365.5112,6702,0,94.6610,0.0000
892,1366.2819,6702,0,94.6610,0.0000
893,1367.0009,6702,0,94.6610,0.0000
894,1367.7101,6702,0,94.6610,0.0000
895,1368.4439,6702,0,94.6610,0.0000
896,1369.1629,6702,0,94.6610,0.0000
897,1369.8850,6702,0,94.6610,0.0000
898,1370.6344,6702,0,94.6610,0.0000
899,1371.3748,6702,0,94.6610,0.0000
900,1372.1097,6702,0,94.6610,0.0000
901,1372.8522,6702,0,94.6610,0.0000
902,1373.5750,6702,0,94.6610,0.0000
903,1374.3081,6702,0,94.6610,0.0000
904,1375.0360,6702,0,94.6610,0.0000
905,1375.7570,6702,0,94.6610,0.0000
906,1376.5152,6702,0,94.6610,0.0000
907,1377.2475,6702,0,94.6610,0.0000
908,1377.9775,6702,0,94.6610,0.0000
909,1378.7153,6702,0,94.6610,0.0000
910,1379.4476,6702,0,94.6610,0.0000
911,1380.1787,6702,0,94.6610,0.0000
912,1380.9018,6702,0,94.6610,0.0000
913,1381.6227,6702,0,94.6610,0.0000
914,1382.3459,6702,0,94.6610,0.0000
915,1383.0470,6702,0,94.6610,0.0000
916,1383.7804,6702,0,94.6610,0.0000
917,1384.5098,6703,1,94.6751,0.0141
918,1385.2307,6703,0,94.6751,0.0000
919,1385.9500,6703,0,94.6751,0.0000
920,1386.7083,6703,0,94.6751,0.0000
921,1387.4266,6707,4,94.7316,0.0565
922,1388.1337,6707,0,94.7316,0.0000
923,1388.8488,6707,0,94.7316,0.0000
924,1389.5477,6707,0,94.7316,0.0000
925,1390.2630,6707,0,94.7316,0.0000
926,1390.9848,6707,0,94.7316,0.0000
927,1391.7022,6707,0,94.7316,0.0000
928,1392.4278,6707,0,94.7316,0.0000
929,1393.1442,6707,0,94.7316,0.0000
930,1393.8625,6707,0,94.7316,0.0000
931,1394.5621,6707,0,94.7316,0.0000
932,1395.2803,6707,0,94.7316,0.0000
933,1396.0019,6707,0,94.7316,0.0000
934,1396.7236,6707,0,94.7316,0.0000
935,1397.4328,6707,0,94.7316,0.0000
936,1398.1256,6707,0,94.7316,0.0000
937,1398.8360,6707,0,94.7316,0.0000
938,1399.5513,6707,0,94.7316,0.0000
939,1400.2598,6707,0,94.7316,0.0000
940,1400.9955,6707,0,94.7316,0.0000
941,1401.7261,6707,0,94.7316,0.0000
942,1402.4308,6711,4,94.7881,0.0565
943,1403.1667,6711,0,94.7881,0.0000
944,1403.8725,6711,0,94.7881,0.0000
945,1404.5886,6711,0,94.7881,0.0000
946,1405.3060,6711,0,94.7881,0.0000
947,1406.0346,6711,0,94.7881,0.0000
948,1406.7693,6711,0,94.7881,0.0000
949,1407.4916,6711,0,94.7881,0.0000
950,1408.2054,6711,0,94.7881,0.0000
951,1408.9115,6711,0,94.7881,0.0000
952,1409.6281,6711,0,94.7881,0.0000
953,1410.3482,6711,0,94.7881,0.0000
954,1411.0658,6715,4,94.8446,0.0565
955,1411.7743,6715,0,94.8446,0.0000
956,1412.4932,6715,0,94.8446,0.0000
957,1413.2264,6722,7,94.9435,0.0989
958,1413.9469,6722,0,94.9435,0.0000
959,1414.6461,6722,0,94.9435,0.0000
960,1415.3582,6722,0,94.9435,0.0000
961,1416.0733,6722,0,94.9435,0.0000
962,1416.7749,6722,0,94.9435,0.0000
963,1417.5029,6722,0,94.9435,0.0000
964,1418.1972,6722,0,94.9435,0.0000
965,1418.9072,6722,0,94.9435,0.0000
966,1419.6073,6722,0,94.9435,0.0000
967,1420.2933,6722,0,94.9435,0.0000
968,1420.9815,6722,0,94.9435,0.0000
969,1421.6850,6722,0,94.9435,0.0000
970,1422.3946,6722,0,94.9435,0.0000
971,1423.0985,6722,0,94.9435,0.0000
972,1423.7954,6722,0,94.9435,0.0000
973,1424.4938,6722,0,94.9435,0.0000
974,1425.1881,6722,0,94.9435,0.0000
975,1425.8858,6722,0,94.9435,0.0000
976,1426.5733,6722,0,94.9435,0.0000
977,1427.2926,6723,1,94.9576,0.0141
978,1427.9881,6723,0,94.9576,0.0000
979,1428.6910,6723,0,94.9576,0.0000
980,1429.3848,6723,0,94.9576,0.0000
981,1430.0931,6723,0,94.9576,0.0000
982,1430.7818,6723,0,94.9576,0.0000
983,1431.4561,6723,0,94.9576,0.0000
984,1432.1422,6723,0,94.9576,0.0000
985,1432.8425,6723,0,94.9576,0.0000
986,1433.5306,6723,0,94.9576,0.0000
987,1434.2282,6723,0,94.9576,0.0000
988,1434.9299,6723,0,94.9576,0.0000
989,1435.6406,6723,0,94.9576,0.0000
990,1436.3443,6723,0,94.9576,0.0000
991,1437.0529,6723,0,94.9576,0.0000
992,1437.7663,6723,0,94.9576,0.0000
993,1438.4450,6723,0,94.9576,0.0000
994,1439.1361,6723,0,94.9576,0.0000
995,1439.8047,6723,0,94.9576,0.0000
996,1440.4823,6723,0,94.9576,0.0000
997,1441.1628,6723,0,94.9576,0.0000
998,1441.8351,6723,0,94.9576,0.0000
999,1442.5255,6723,0,94.9576,0.0000
1000,1443.2255,6723,0,94.9576,0.0000
1001,1443.8988,6723,0,94.9576,0.0000
1002,1444.5816,6723,0,94.9576,0.0000
1003,1445.2763,6723,0,94.9576,0.0000
1004,1445.9747,6723,0,94.9576,0.0000
1005,1446.6740,6723,0,94.9576,0.0000
1006,1447.3823,6723,0,94.9576,0.0000
1007,1448.0998,6723,0,94.9576,0.0000
1008,1448.7900,6723,0,94.9576,0.0000
1009,1449.4771,6723,0,94.9576,0.0000
1010,1450.1863,6723,0,94.9576,0.0000
1011,1450.8698,6723,0,94.9576,0.0000
1012,1451.5588,6723,0,94.9576,0.0000
1013,1452.2588,6723,0,94.9576,0.0000
1014,1452.9620,6723,0,94.9576,0.0000
1015,1453.6511,6723,0,94.9576,0.0000
1016,1454.3297,6723,0,94.9576,0.0000
1017,1455.0273,6723,0,94.9576,0.0000
1018,1455.7090,6723,0,94.9576,0.0000
1019,1456.4133,6723,0,94.9576,0.0000
1020,1457.0974,6723,0,94.9576,0.0000
1021,1457.8028,6723,0,94.9576,0.0000
1022,1458.4826,6723,0,94.9576,0.0000
1023,1459.1695,6723,0,94.9576,0.0000
1024,1459.8328,6723,0,94.9576,0.0000
1025,1460.5090,6728,5,95.0282,0.0706
