Vector_Index,Time_Seconds,Total_Detected,Delta_Detected,Coverage_Percent,Delta_Coverage
82,354.3818,5586,0,78.8983,0.0000
83,357.4335,5586,0,78.8983,0.0000
84,360.5245,5586,0,78.8983,0.0000
85,363.5936,5587,1,78.9124,0.0141
86,366.6557,5588,1,78.9266,0.0141
87,369.6276,5589,1,78.9407,0.0141
88,372.7192,5645,56,79.7316,0.7910
89,375.7397,5649,4,79.7881,0.0565
90,378.6998,5650,1,79.8023,0.0141
91,381.5989,5650,0,79.8023,0.0000
92,384.4337,5651,1,79.8164,0.0141
93,387.3264,5651,0,79.8164,0.0000
94,390.1960,5651,0,79.8164,0.0000
95,393.0996,5700,49,80.5085,0.6921
96,395.9403,5700,0,80.5085,0.0000
97,398.7253,5740,40,81.0734,0.5650
98,401.4886,5740,0,81.0734,0.0000
99,404.1247,5763,23,81.3983,0.3249
100,406.8750,5763,0,81.3983,0.0000
101,409.5049,5763,0,81.3983,0.0000
102,412.3459,5766,3,81.4407,0.0424
103,415.0664,5766,0,81.4407,0.0000
104,417.7461,5766,0,81.4407,0.0000
105,420.5026,5766,0,81.4407,0.0000
106,423.2069,5777,11,81.5960,0.1554
107,425.9774,5789,12,81.7655,0.1695
108,428.7135,5789,0,81.7655,0.0000
109,431.3309,5821,32,82.2175,0.4520
110,434.0387,5821,0,82.2175,0.0000
111,436.5591,5821,0,82.2175,0.0000
112,439.2259,5838,17,82.4576,0.2401
113,441.8900,5838,0,82.4576,0.0000
114,444.4853,5843,5,82.5282,0.0706
115,447.1293,5844,1,82.5424,0.0141
116,449.7554,5844,0,82.5424,0.0000
117,452.3787,5848,4,82.5989,0.0565
118,454.9457,5870,22,82.9096,0.3107
119,457.5926,5875,5,82.9802,0.0706
120,460.2371,5876,1,82.9944,0.0141
121,462.7548,5888,12,83.1638,0.1695
122,465.4333,5888,0,83.1638,0.0000
123,467.9550,5893,5,83.2345,0.0706
124,470.3663,5911,18,83.4887,0.2542
125,472.7321,5911,0,83.4887,0.0000
126,475.0595,5911,0,83.4887,0.0000
127,477.4370,5911,0,83.4887,0.0000
128,479.7829,5925,14,83.6864,0.1977
129,482.1742,5925,0,83.6864,0.0000
130,484.5633,5933,8,83.7994,0.1130
131,486.8680,5934,1,83.8136,0.0141
132,489.1873,5934,0,83.8136,0.0000
133,491.5719,5956,22,84.1243,0.3107
134,493.8667,5956,0,84.1243,0.0000
135,496.1120,5956,0,84.1243,0.0000
136,498.3711,5956,0,84.1243,0.0000
137,500.6477,5956,0,84.1243,0.0000
138,502.9109,5956,0,84.1243,0.0000
139,505.1396,5956,0,84.1243,0.0000
140,507.3684,5956,0,84.1243,0.0000
141,509.6245,5994,38,84.6610,0.5367
142,511.8515,5994,0,84.6610,0.0000
143,513.9821,5994,0,84.6610,0.0000
144,516.1486,5995,1,84.6751,0.0141
145,518.3138,5995,0,84.6751,0.0000
146,520.4711,5995,0,84.6751,0.0000
147,522.6534,5995,0,84.6751,0.0000
148,524.8489,5995,0,84.6751,0.0000
149,527.0538,5995,0,84.6751,0.0000
150,529.2514,5995,0,84.6751,0.0000
151,531.4964,6012,17,84.9153,0.2401
152,533.7196,6012,0,84.9153,0.0000
153,535.8794,6013,1,84.9294,0.0141
154,538.0439,6013,0,84.9294,0.0000
155,540.1591,6013,0,84.9294,0.0000
156,542.3737,6013,0,84.9294,0.0000
157,544.5681,6013,0,84.9294,0.0000
158,546.7666,6022,9,85.0565,0.1271
159,549.0435,6047,25,85.4096,0.3531
160,551.2414,6047,0,85.4096,0.0000
161,553.3293,6054,7,85.5085,0.0989
162,555.3824,6058,4,85.5650,0.0565
163,557.4363,6058,0,85.5650,0.0000
164,559.5836,6058,0,85.5650,0.0000
165,561.7347,6062,4,85.6215,0.0565
166,563.9921,6062,0,85.6215,0.0000
167,566.1308,6062,0,85.6215,0.0000
168,568.2697,6063,1,85.6356,0.0141
169,570.4065,6092,29,86.0452,0.4096
170,572.5278,6092,0,86.0452,0.0000
171,574.5751,6092,0,86.0452,0.0000
172,576.6032,6092,0,86.0452,0.0000
173,578.7094,6092,0,86.0452,0.0000
174,580.9033,6092,0,86.0452,0.0000
175,583.0620,6098,6,86.1299,0.0847
176,585.1378,6098,0,86.1299,0.0000
177,587.2102,6098,0,86.1299,0.0000
178,589.3723,6098,0,86.1299,0.0000
179,591.3334,6098,0,86.1299,0.0000
180,593.3873,6098,0,86.1299,0.0000
181,595.3978,6098,0,86.1299,0.0000
182,597.3773,6106,8,86.2429,0.1130
183,599.3438,6106,0,86.2429,0.0000
184,601.3606,6106,0,86.2429,0.0000
185,603.3182,6116,10,86.3842,0.1412
186,605.2795,6116,0,86.3842,0.0000
187,607.2347,6116,0,86.3842,0.0000
188,609.1591,6116,0,86.3842,0.0000
189,611.0743,6116,0,86.3842,0.0000
190,613.0009,6148,32,86.8362,0.4520
191,614.9485,6157,9,86.9633,0.1271
192,616.8573,6157,0,86.9633,0.0000
193,618.7393,6157,0,86.9633,0.0000
194,620.5249,6157,0,86.9633,0.0000
195,622.3412,6157,0,86.9633,0.0000
196,624.2325,6157,0,86.9633,0.0000
197,626.0694,6160,3,87.0056,0.0424
198,627.8885,6176,16,87.2316,0.2260
199,629.7786,6176,0,87.2316,0.0000
200,631.6297,6176,0,87.2316,0.0000
201,633.5120,6176,0,87.2316,0.0000
202,635.3355,6177,1,87.2458,0.0141
203,637.1164,6177,0,87.2458,0.0000
204,638.9040,6194,17,87.4859,0.2401
205,640.7038,6194,0,87.4859,0.0000
206,642.4817,6201,7,87.5847,0.0989
207,644.2676,6202,1,87.5989,0.0141
208,646.0123,6203,1,87.6130,0.0141
209,647.7591,6203,0,87.6130,0.0000
210,649.4965,6219,16,87.8390,0.2260
211,651.3803,6219,0,87.8390,0.0000
212,653.1395,6219,0,87.8390,0.0000
213,654.9131,6219,0,87.8390,0.0000
214,656.6574,6219,0,87.8390,0.0000
215,658.4911,6240,21,88.1356,0.2966
216,660.2261,6240,0,88.1356,0.0000
217,661.9331,6251,11,88.2910,0.1554
218,663.6931,6255,4,88.3475,0.0565
219,665.4823,6255,0,88.3475,0.0000
220,667.1728,6255,0,88.3475,0.0000
221,668.8381,6255,0,88.3475,0.0000
222,670.5450,6263,8,88.4605,0.1130
223,672.2930,6267,4,88.5169,0.0565
224,673.9173,6267,0,88.5169,0.0000
225,675.5646,6267,0,88.5169,0.0000
226,677.2031,6267,0,88.5169,0.0000
227,678.8705,6269,2,88.5452,0.0282
228,680.5555,6269,0,88.5452,0.0000
229,682.3113,6272,3,88.5876,0.0424
230,684.0724,6272,0,88.5876,0.0000
231,685.8162,6272,0,88.5876,0.0000
232,687.5694,6272,0,88.5876,0.0000
233,689.2379,6279,7,88.6864,0.0989
234,690.9804,6279,0,88.6864,0.0000
235,692.6783,6279,0,88.6864,0.0000
236,694.4034,6279,0,88.6864,0.0000
237,696.1058,6279,0,88.6864,0.0000
238,697.8011,6279,0,88.6864,0.0000
239,699.5963,6279,0,88.6864,0.0000
240,701.3117,6279,0,88.6864,0.0000
241,702.9504,6279,0,88.6864,0.0000
242,704.7463,6279,0,88.6864,0.0000
243,706.3875,6279,0,88.6864,0.0000
244,708.0711,6282,3,88.7288,0.0424
245,709.6991,6282,0,88.7288,0.0000
246,711.2865,6282,0,88.7288,0.0000
247,712.9338,6286,4,88.7853,0.0565
248,714.5267,6286,0,88.7853,0.0000
249,716.0210,6286,0,88.7853,0.0000
250,717.0206,6286,0,88.7853,0.0000
251,717.9823,6286,0,88.7853,0.0000
252,718.9449,6286,0,88.7853,0.0000
253,719.9106,6286,0,88.7853,0.0000
254,720.8875,6295,9,88.9124,0.1271
255,721.8547,6298,3,88.9548,0.0424
256,722.8318,6298,0,88.9548,0.0000
257,723.9060,6298,0,88.9548,0.0000
258,724.9159,6298,0,88.9548,0.0000
259,726.4480,6300,2,88.9831,0.0282
260,728.0333,6300,0,88.9831,0.0000
261,729.6372,6300,0,88.9831,0.0000
262,731.2441,6300,0,88.9831,0.0000
263,732.7726,6301,1,88.9972,0.0141
264,734.2902,6301,0,88.9972,0.0000
265,735.8959,6301,0,88.9972,0.0000
266,737.5193,6301,0,88.9972,0.0000
267,739.1397,6301,0,88.9972,0.0000
268,740.6837,6301,0,88.9972,0.0000
269,742.2779,6301,0,88.9972,0.0000
270,743.8218,6302,1,89.0113,0.0141
271,745.3953,6302,0,89.0113,0.0000
272,746.9633,6302,0,89.0113,0.0000
273,748.5321,6302,0,89.0113,0.0000
274,750.1270,6302,0,89.0113,0.0000
275,751.6315,6302,0,89.0113,0.0000
276,753.1405,6315,13,89.1949,0.1836
277,754.6777,6326,11,89.3503,0.1554
278,756.2010,6326,0,89.3503,0.0000
279,757.7304,6326,0,89.3503,0.0000
280,759.2281,6326,0,89.3503,0.0000
281,760.6786,6326,0,89.3503,0.0000
282,762.1398,6330,4,89.4068,0.0565
283,763.6219,6330,0,89.4068,0.0000
284,765.1144,6332,2,89.4350,0.0282
285,766.6320,6332,0,89.4350,0.0000
286,768.1649,6333,1,89.4492,0.0141
287,769.6948,6338,5,89.5198,0.0706
288,771.2043,6339,1,89.5339,0.0141
289,772.7366,6339,0,89.5339,0.0000
290,774.2731,6339,0,89.5339,0.0000
291,775.7982,6339,0,89.5339,0.0000
292,777.4139,6339,0,89.5339,0.0000
293,778.9992,6339,0,89.5339,0.0000
294,780.5077,6339,0,89.5339,0.0000
295,782.0903,6339,0,89.5339,0.0000
296,783.6338,6339,0,89.5339,0.0000
297,785.1704,6339,0,89.5339,0.0000
298,786.7290,6340,1,89.5480,0.0141
299,788.2623,6340,0,89.5480,0.0000
300,789.7847,6342,2,89.5763,0.0282
301,791.2713,6344,2,89.6045,0.0282
302,792.8114,6344,0,89.6045,0.0000
303,794.3052,6344,0,89.6045,0.0000
304,795.8191,6344,0,89.6045,0.0000
305,797.3292,6344,0,89.6045,0.0000
306,798.8599,6352,8,89.7175,0.1130
307,800.3782,6352,0,89.7175,0.0000
308,801.8877,6352,0,89.7175,0.0000
309,803.3860,6352,0,89.7175,0.0000
310,804.8890,6352,0,89.7175,0.0000
311,806.4020,6354,2,89.7458,0.0282
312,807.9882,6354,0,89.7458,0.0000
313,809.5172,6366,12,89.9153,0.1695
314,810.9896,6366,0,89.9153,0.0000
315,812.4743,6366,0,89.9153,0.0000
316,813.9849,6366,0,89.9153,0.0000
317,815.5216,6366,0,89.9153,0.0000
318,817.0115,6366,0,89.9153,0.0000
319,818.4914,6366,0,89.9153,0.0000
320,819.9716,6366,0,89.9153,0.0000
321,821.4147,6366,0,89.9153,0.0000
322,822.8733,6366,0,89.9153,0.0000
323,824.3128,6369,3,89.9576,0.0424
324,825.7742,6369,0,89.9576,0.0000
325,827.2383,6369,0,89.9576,0.0000
326,828.7818,6369,0,89.9576,0.0000
327,830.2525,6369,0,89.9576,0.0000
328,831.6679,6369,0,89.9576,0.0000
329,833.1609,6373,4,90.0141,0.0565
330,834.5867,6373,0,90.0141,0.0000
331,835.9673,6373,0,90.0141,0.0000
332,837.3786,6386,13,90.1977,0.1836
333,838.8063,6386,0,90.1977,0.0000
334,840.2083,6386,0,90.1977,0.0000
335,841.5692,6386,0,90.1977,0.0000
336,842.9351,6386,0,90.1977,0.0000
337,844.3129,6386,0,90.1977,0.0000
338,845.6943,6386,0,90.1977,0.0000
339,847.0829,6386,0,90.1977,0.0000
340,848.4758,6386,0,90.1977,0.0000
341,849.8658,6386,0,90.1977,0.0000
342,851.2166,6386,0,90.1977,0.0000
343,852.5702,6386,0,90.1977,0.0000
344,853.9501,6386,0,90.1977,0.0000
345,855.3550,6386,0,90.1977,0.0000
346,856.7347,6386,0,90.1977,0.0000
347,858.1127,6386,0,90.1977,0.0000
348,859.4942,6386,0,90.1977,0.0000
349,860.8809,6386,0,90.1977,0.0000
350,862.2787,6386,0,90.1977,0.0000
351,863.6953,6386,0,90.1977,0.0000
352,865.0984,6390,4,90.2542,0.0565
353,866.5199,6390,0,90.2542,0.0000
354,867.9509,6390,0,90.2542,0.0000
355,869.3485,6390,0,90.2542,0.0000
356,870.7484,6390,0,90.2542,0.0000
357,872.1608,6397,7,90.3531,0.0989
358,873.5991,6407,10,90.4944,0.1412
359,874.9719,6407,0,90.4944,0.0000
360,876.3283,6407,0,90.4944,0.0000
361,877.6974,6422,15,90.7062,0.2119
362,879.0579,6422,0,90.7062,0.0000
363,880.4087,6422,0,90.7062,0.0000
364,881.7158,6426,4,90.7627,0.0565
365,883.0634,6426,0,90.7627,0.0000
366,884.3839,6426,0,90.7627,0.0000
367,885.6719,6426,0,90.7627,0.0000
368,887.0654,6426,0,90.7627,0.0000
369,888.4086,6426,0,90.7627,0.0000
370,889.7391,6426,0,90.7627,0.0000
371,891.1038,6439,13,90.9463,0.1836
372,892.5247,6439,0,90.9463,0.0000
373,893.8695,6439,0,90.9463,0.0000
374,895.2139,6439,0,90.9463,0.0000
375,896.5128,6439,0,90.9463,0.0000
376,897.8704,6440,1,90.9605,0.0141
377,899.2138,6440,0,90.9605,0.0000
378,900.5290,6440,0,90.9605,0.0000
379,901.8484,6440,0,90.9605,0.0000
380,903.1724,6463,23,91.2853,0.3249
381,904.5000,6463,0,91.2853,0.0000
382,905.7361,6464,1,91.2994,0.0141
383,907.0312,6464,0,91.2994,0.0000
384,908.3196,6464,0,91.2994,0.0000
385,909.5696,6464,0,91.2994,0.0000
386,910.8079,6464,0,91.2994,0.0000
387,912.0984,6464,0,91.2994,0.0000
388,913.3799,6464,0,91.2994,0.0000
389,914.6539,6464,0,91.2994,0.0000
390,915.9515,6464,0,91.2994,0.0000
391,917.2658,6464,0,91.2994,0.0000
392,918.4865,6464,0,91.2994,0.0000
393,919.7489,6464,0,91.2994,0.0000
394,921.0053,6464,0,91.2994,0.0000
395,922.3035,6464,0,91.2994,0.0000
396,923.5762,6464,0,91.2994,0.0000
397,925.1231,6464,0,91.2994,0.0000
398,926.3806,6464,0,91.2994,0.0000
399,927.8679,6464,0,91.2994,0.0000
400,929.2929,6464,0,91.2994,0.0000
401,930.5745,6472,8,91.4124,0.1130
402,931.7567,6472,0,91.4124,0.0000
403,932.9468,6472,0,91.4124,0.0000
404,934.1617,6472,0,91.4124,0.0000
405,935.4407,6472,0,91.4124,0.0000
406,936.7045,6472,0,91.4124,0.0000
407,938.0118,6472,0,91.4124,0.0000
408,939.3409,6472,0,91.4124,0.0000
409,940.6015,6472,0,91.4124,0.0000
410,941.9016,6473,1,91.4266,0.0141
411,943.2845,6473,0,91.4266,0.0000
412,944.6168,6473,0,91.4266,0.0000
413,946.0051,6498,25,91.7797,0.3531
414,947.2176,6498,0,91.7797,0.0000
415,948.3595,6498,0,91.7797,0.0000
416,949.5441,6498,0,91.7797,0.0000
417,950.6987,6498,0,91.7797,0.0000
418,951.8410,6503,5,91.8503,0.0706
419,952.9490,6503,0,91.8503,0.0000
420,954.0910,6503,0,91.8503,0.0000
421,955.1668,6503,0,91.8503,0.0000
422,956.2826,6503,0,91.8503,0.0000
423,957.4328,6503,0,91.8503,0.0000
424,958.5606,6503,0,91.8503,0.0000
425,959.7077,6503,0,91.8503,0.0000
426,960.8726,6503,0,91.8503,0.0000
427,961.9940,6503,0,91.8503,0.0000
428,963.1351,6503,0,91.8503,0.0000
429,964.2721,6503,0,91.8503,0.0000
430,965.3837,6503,0,91.8503,0.0000
431,966.5296,6503,0,91.8503,0.0000
432,967.7251,6503,0,91.8503,0.0000
433,968.8743,6517,14,92.0480,0.1977
434,970.0725,6517,0,92.0480,0.0000
435,971.3104,6517,0,92.0480,0.0000
436,972.4509,6517,0,92.0480,0.0000
437,973.5757,6519,2,92.0763,0.0282
438,974.6949,6519,0,92.0763,0.0000
439,975.8338,6519,0,92.0763,0.0000
440,976.9651,6519,0,92.0763,0.0000
441,978.0835,6523,4,92.1328,0.0565
442,979.1798,6523,0,92.1328,0.0000
443,980.3186,6523,0,92.1328,0.0000
444,981.3875,6523,0,92.1328,0.0000
445,982.4551,6523,0,92.1328,0.0000
446,983.5480,6523,0,92.1328,0.0000
447,984.6674,6523,0,92.1328,0.0000
448,985.8049,6523,0,92.1328,0.0000
449,986.8750,6523,0,92.1328,0.0000
450,987.9742,6523,0,92.1328,0.0000
451,989.0578,6523,0,92.1328,0.0000
452,990.2184,6523,0,92.1328,0.0000
453,991.3211,6523,0,92.1328,0.0000
454,992.4366,6523,0,92.1328,0.0000
455,993.5354,6523,0,92.1328,0.0000
456,994.6719,6523,0,92.1328,0.0000
457,995.7563,6523,0,92.1328,0.0000
458,996.8492,6523,0,92.1328,0.0000
459,997.9524,6523,0,92.1328,0.0000
460,999.0410,6523,0,92.1328,0.0000
461,1000.1437,6523,0,92.1328,0.0000
462,1001.2515,6524,1,92.1469,0.0141
463,1002.3268,6524,0,92.1469,0.0000
464,1003.4501,6524,0,92.1469,0.0000
465,1004.5738,6524,0,92.1469,0.0000
466,1005.6995,6524,0,92.1469,0.0000
467,1006.8041,6524,0,92.1469,0.0000
468,1007.8989,6524,0,92.1469,0.0000
469,1009.0535,6524,0,92.1469,0.0000
470,1010.1865,6524,0,92.1469,0.0000
471,1011.3160,6524,0,92.1469,0.0000
472,1012.4324,6524,0,92.1469,0.0000
473,1013.5857,6524,0,92.1469,0.0000
474,1014.8268,6524,0,92.1469,0.0000
475,1015.6477,6524,0,92.1469,0.0000
476,1016.3581,6524,0,92.1469,0.0000
477,1017.1295,6525,1,92.1610,0.0141
478,1017.8976,6525,0,92.1610,0.0000
479,1018.6363,6525,0,92.1610,0.0000
480,1019.4311,6525,0,92.1610,0.0000
481,1020.1483,6526,1,92.1751,0.0141
482,1020.8489,6526,0,92.1751,0.0000
483,1021.5579,6526,0,92.1751,0.0000
484,1022.2510,6526,0,92.1751,0.0000
485,1022.9615,6526,0,92.1751,0.0000
486,1023.8869,6526,0,92.1751,0.0000
487,1025.0158,6526,0,92.1751,0.0000
488,1026.1317,6526,0,92.1751,0.0000
489,1027.3024,6526,0,92.1751,0.0000
490,1028.4777,6526,0,92.1751,0.0000
491,1029.6818,6526,0,92.1751,0.0000
492,1030.8559,6526,0,92.1751,0.0000
493,1031.9574,6526,0,92.1751,0.0000
494,1033.0458,6527,1,92.1893,0.0141
495,1034.2392,6527,0,92.1893,0.0000
496,1035.3387,6527,0,92.1893,0.0000
497,1036.5123,6527,0,92.1893,0.0000
498,1037.6354,6531,4,92.2458,0.0565
499,1038.7634,6531,0,92.2458,0.0000
500,1039.8905,6531,0,92.2458,0.0000
501,1041.0311,6531,0,92.2458,0.0000
502,1042.1708,6531,0,92.2458,0.0000
503,1043.2991,6531,0,92.2458,0.0000
504,1044.4132,6531,0,92.2458,0.0000
505,1045.5402,6531,0,92.2458,0.0000
506,1046.6566,6531,0,92.2458,0.0000
507,1047.7404,6531,0,92.2458,0.0000
508,1048.7761,6531,0,92.2458,0.0000
509,1049.8205,6531,0,92.2458,0.0000
510,1050.9323,6531,0,92.2458,0.0000
511,1052.0015,6531,0,92.2458,0.0000
512,1053.0776,6531,0,92.2458,0.0000
513,1054.2237,6531,0,92.2458,0.0000
514,1055.2886,6546,15,92.4576,0.2119
515,1056.3476,6546,0,92.4576,0.0000
516,1057.3952,6546,0,92.4576,0.0000
517,1058.4451,6546,0,92.4576,0.0000
518,1059.4877,6547,1,92.4718,0.0141
519,1060.5138,6548,1,92.4859,0.0141
520,1061.5789,6548,0,92.4859,0.0000
521,1062.6357,6548,0,92.4859,0.0000
522,1063.6629,6548,0,92.4859,0.0000
523,1064.6945,6548,0,92.4859,0.0000
524,1065.7128,6549,1,92.5000,0.0141
525,1066.7388,6573,24,92.8390,0.3390
526,1067.7717,6584,11,92.9944,0.1554
527,1068.7444,6584,0,92.9944,0.0000
528,1069.7181,6584,0,92.9944,0.0000
529,1070.6941,6584,0,92.9944,0.0000
530,1071.6873,6584,0,92.9944,0.0000
531,1072.6287,6584,0,92.9944,0.0000
532,1073.5913,6584,0,92.9944,0.0000
533,1074.5458,6584,0,92.9944,0.0000
534,1075.4748,6584,0,92.9944,0.0000
535,1076.4153,6584,0,92.9944,0.0000
536,1077.3467,6584,0,92.9944,0.0000
537,1078.2860,6584,0,92.9944,0.0000
538,1079.2398,6584,0,92.9944,0.0000
539,1080.1751,6584,0,92.9944,0.0000
540,1081.1349,6584,0,92.9944,0.0000
541,1082.0963,6584,0,92.9944,0.0000
542,1083.0409,6584,0,92.9944,0.0000
543,1083.9756,6584,0,92.9944,0.0000
544,1084.9433,6584,0,92.9944,0.0000
545,1085.8827,6584,0,92.9944,0.0000
546,1086.8312,6584,0,92.9944,0.0000
547,1087.7807,6584,0,92.9944,0.0000
548,1088.7158,6584,0,92.9944,0.0000
549,1089.6567,6584,0,92.9944,0.0000
550,1090.6145,6584,0,92.9944,0.0000
551,1091.5997,6584,0,92.9944,0.0000
552,1092.5691,6584,0,92.9944,0.0000
553,1093.5234,6584,0,92.9944,0.0000
554,1094.4609,6584,0,92.9944,0.0000
555,1095.4326,6584,0,92.9944,0.0000
556,1096.3897,6584,0,92.9944,0.0000
557,1097.3497,6584,0,92.9944,0.0000
558,1098.3009,6598,14,93.1921,0.1977
559,1099.2778,6598,0,93.1921,0.0000
560,1100.2204,6598,0,93.1921,0.0000
561,1101.1365,6600,2,93.2203,0.0282
562,1102.0664,6600,0,93.2203,0.0000
563,1102.9788,6600,0,93.2203,0.0000
564,1103.8937,6600,0,93.2203,0.0000
565,1104.7910,6600,0,93.2203,0.0000
566,1105.7100,6600,0,93.2203,0.0000
567,1106.6702,6600,0,93.2203,0.0000
568,1107.5899,6600,0,93.2203,0.0000
569,1108.4794,6600,0,93.2203,0.0000
570,1109.3976,6600,0,93.2203,0.0000
571,1110.3209,6600,0,93.2203,0.0000
572,1111.2473,6600,0,93.2203,0.0000
573,1112.1820,6600,0,93.2203,0.0000
574,1113.1035,6600,0,93.2203,0.0000
575,1114.0189,6600,0,93.2203,0.0000
576,1114.9425,6600,0,93.2203,0.0000
577,1115.8303,6600,0,93.2203,0.0000
578,1116.7215,6603,3,93.2627,0.0424
579,1117.6138,6603,0,93.2627,0.0000
580,1118.5110,6603,0,93.2627,0.0000
581,1119.3990,6603,0,93.2627,0.0000
582,1120.3024,6603,0,93.2627,0.0000
583,1121.1955,6603,0,93.2627,0.0000
584,1122.1320,6603,0,93.2627,0.0000
585,1123.0200,6603,0,93.2627,0.0000
586,1123.9343,6603,0,93.2627,0.0000
587,1124.8559,6603,0,93.2627,0.0000
588,1125.7633,6603,0,93.2627,0.0000
589,1126.6815,6603,0,93.2627,0.0000
590,1127.5942,6603,0,93.2627,0.0000
591,1128.4921,6604,1,93.2768,0.0141
592,1129.4027,6604,0,93.2768,0.0000
593,1130.3157,6604,0,93.2768,0.0000
594,1131.2163,6604,0,93.2768,0.0000
595,1132.1552,6604,0,93.2768,0.0000
596,1133.0646,6604,0,93.2768,0.0000
597,1133.9940,6604,0,93.2768,0.0000
598,1134.9075,6604,0,93.2768,0.0000
599,1135.8178,6604,0,93.2768,0.0000
600,1136.7189,6604,0,93.2768,0.0000
601,1137.6336,6604,0,93.2768,0.0000
602,1138.5832,6604,0,93.2768,0.0000
603,1139.4864,6604,0,93.2768,0.0000
604,1140.4240,6604,0,93.2768,0.0000
605,1141.3423,6617,13,93.4605,0.1836
606,1142.2973,6617,0,93.4605,0.0000
607,1143.2080,6617,0,93.4605,0.0000
608,1144.1130,6617,0,93.4605,0.0000
609,1145.0174,6617,0,93.4605,0.0000
610,1145.9096,6617,0,93.4605,0.0000
611,1146.7886,6617,0,93.4605,0.0000
612,1147.6831,6617,0,93.4605,0.0000
613,1148.5872,6617,0,93.4605,0.0000
614,1149.4845,6617,0,93.4605,0.0000
615,1150.3819,6625,8,93.5734,0.1130
616,1151.2893,6625,0,93.5734,0.0000
617,1152.1656,6625,0,93.5734,0.0000
618,1153.0911,6625,0,93.5734,0.0000
619,1153.9663,6625,0,93.5734,0.0000
620,1154.8677,6625,0,93.5734,0.0000
621,1155.7499,6625,0,93.5734,0.0000
622,1156.6512,6625,0,93.5734,0.0000
623,1157.5321,6646,21,93.8701,0.2966
624,1158.4045,6646,0,93.8701,0.0000
